__v,_id,capacity,classification,credit,name,users
15,6471ea1d8c0d64b3c26745e8,20,전선,2,Subject-10,"[{""$oid"":""6471ea1d8c0d64b3c26746bc""},{""$oid"":""6471ea1e8c0d64b3c26746d8""},{""$oid"":""6471ea1f8c0d64b3c26746f4""},{""$oid"":""6471ea208c0d64b3c2674736""},{""$oid"":""6471ea218c0d64b3c2674750""},{""$oid"":""6471ea218c0d64b3c267475a""},{""$oid"":""6471ea228c0d64b3c267477a""},{""$oid"":""6471ea248c0d64b3c26747b2""},{""$oid"":""6471ea248c0d64b3c26747be""},{""$oid"":""6471ea248c0d64b3c26747d2""},{""$oid"":""6471ea268c0d64b3c267481e""},{""$oid"":""6471ea298c0d64b3c267488e""},{""$oid"":""6471ea298c0d64b3c2674896""},{""$oid"":""6471ea2a8c0d64b3c26748b2""},{""$oid"":""6471ea2a8c0d64b3c26748c4""},{""$oid"":""6471ea2a8c0d64b3c26748c6""},{""$oid"":""6471ea2b8c0d64b3c26748ee""},{""$oid"":""6471ea2c8c0d64b3c2674900""},{""$oid"":""6471ea2c8c0d64b3c267490a""},{""$oid"":""6471ea2d8c0d64b3c2674938""}]"
22,6471ea1d8c0d64b3c26745ea,39,공교,2,Subject-11,"[{""$oid"":""6471ea1d8c0d64b3c26746a0""},{""$oid"":""6471ea1e8c0d64b3c26746c0""},{""$oid"":""6471ea1f8c0d64b3c26746ee""},{""$oid"":""6471ea208c0d64b3c2674732""},{""$oid"":""6471ea238c0d64b3c2674792""},{""$oid"":""6471ea248c0d64b3c26747c4""},{""$oid"":""6471ea248c0d64b3c26747d6""},{""$oid"":""6471ea258c0d64b3c26747e2""},{""$oid"":""6471ea288c0d64b3c2674874""},{""$oid"":""6471ea298c0d64b3c2674890""},{""$oid"":""6471ea2b8c0d64b3c26748f4""},{""$oid"":""6471ea2c8c0d64b3c26748fa""},{""$oid"":""6471ea2c8c0d64b3c26748fe""},{""$oid"":""6471ea2d8c0d64b3c2674934""},{""$oid"":""6471ea2f8c0d64b3c267497a""},{""$oid"":""6471ea2f8c0d64b3c267497e""},{""$oid"":""6471ea2f8c0d64b3c2674996""},{""$oid"":""6471ea318c0d64b3c26749d0""},{""$oid"":""6471ea318c0d64b3c26749d4""},{""$oid"":""6471ea328c0d64b3c26749f6""},{""$oid"":""6471ea338c0d64b3c2674a22""},{""$oid"":""6471ea338c0d64b3c2674a26""},{""$oid"":""6471ea338c0d64b3c2674a32""},{""$oid"":""6471ea348c0d64b3c2674a46""},{""$oid"":""6471ea348c0d64b3c2674a48""},{""$oid"":""6471ea348c0d64b3c2674a54""},{""$oid"":""6471ea358c0d64b3c2674a6e""},{""$oid"":""6471ea358c0d64b3c2674a70""},{""$oid"":""6471ea378c0d64b3c2674acc""},{""$oid"":""6471ea378c0d64b3c2674ae0""},{""$oid"":""6471ea388c0d64b3c2674b0a""},{""$oid"":""6471ea388c0d64b3c2674b10""},{""$oid"":""6471ea398c0d64b3c2674b20""},{""$oid"":""6471ea398c0d64b3c2674b38""},{""$oid"":""6471ea3a8c0d64b3c2674b3c""},{""$oid"":""6471ea3a8c0d64b3c2674b40""},{""$oid"":""6471ea3a8c0d64b3c2674b42""},{""$oid"":""6471ea3a8c0d64b3c2674b44""}]"
18,6471ea1d8c0d64b3c26745ec,23,공교,1,Subject-12,"[{""$oid"":""6471ea1d8c0d64b3c26746a2""},{""$oid"":""6471ea1d8c0d64b3c26746bc""},{""$oid"":""6471ea1e8c0d64b3c26746c8""},{""$oid"":""6471ea1f8c0d64b3c2674706""},{""$oid"":""6471ea208c0d64b3c2674716""},{""$oid"":""6471ea228c0d64b3c2674764""},{""$oid"":""6471ea238c0d64b3c2674790""},{""$oid"":""6471ea248c0d64b3c26747ba""},{""$oid"":""6471ea258c0d64b3c26747e6""},{""$oid"":""6471ea258c0d64b3c26747ec""},{""$oid"":""6471ea258c0d64b3c26747fe""},{""$oid"":""6471ea268c0d64b3c2674818""},{""$oid"":""6471ea268c0d64b3c2674824""},{""$oid"":""6471ea278c0d64b3c2674832""},{""$oid"":""6471ea288c0d64b3c267486c""},{""$oid"":""6471ea288c0d64b3c2674874""},{""$oid"":""6471ea298c0d64b3c2674888""},{""$oid"":""6471ea298c0d64b3c267489c""},{""$oid"":""6471ea2c8c0d64b3c2674908""},{""$oid"":""6471ea2e8c0d64b3c267496e""},{""$oid"":""6471ea308c0d64b3c267499c""},{""$oid"":""6471ea318c0d64b3c26749e0""},{""$oid"":""6471ea328c0d64b3c2674a12""}]"
14,6471ea1d8c0d64b3c26745ee,23,일교,3,Subject-13,"[{""$oid"":""6471ea1e8c0d64b3c26746e6""},{""$oid"":""6471ea1f8c0d64b3c26746f6""},{""$oid"":""6471ea1f8c0d64b3c267470c""},{""$oid"":""6471ea208c0d64b3c2674716""},{""$oid"":""6471ea238c0d64b3c2674792""},{""$oid"":""6471ea238c0d64b3c2674798""},{""$oid"":""6471ea238c0d64b3c267479e""},{""$oid"":""6471ea258c0d64b3c26747ee""},{""$oid"":""6471ea268c0d64b3c2674802""},{""$oid"":""6471ea268c0d64b3c267480e""},{""$oid"":""6471ea278c0d64b3c2674836""},{""$oid"":""6471ea278c0d64b3c267484e""},{""$oid"":""6471ea288c0d64b3c2674862""},{""$oid"":""6471ea2d8c0d64b3c267493c""},{""$oid"":""6471ea308c0d64b3c26749ac""},{""$oid"":""6471ea308c0d64b3c26749ae""},{""$oid"":""6471ea328c0d64b3c2674a00""},{""$oid"":""6471ea338c0d64b3c2674a36""},{""$oid"":""6471ea358c0d64b3c2674a8e""},{""$oid"":""6471ea368c0d64b3c2674ab6""},{""$oid"":""6471ea368c0d64b3c2674ab8""},{""$oid"":""6471ea368c0d64b3c2674abe""},{""$oid"":""6471ea378c0d64b3c2674ac8""}]"
23,6471ea1d8c0d64b3c26745f0,33,전공,2,Subject-14,"[{""$oid"":""6471ea1d8c0d64b3c26746a2""},{""$oid"":""6471ea1f8c0d64b3c26746f6""},{""$oid"":""6471ea1f8c0d64b3c2674702""},{""$oid"":""6471ea228c0d64b3c2674768""},{""$oid"":""6471ea248c0d64b3c26747ba""},{""$oid"":""6471ea248c0d64b3c26747be""},{""$oid"":""6471ea258c0d64b3c26747e2""},{""$oid"":""6471ea278c0d64b3c2674830""},{""$oid"":""6471ea278c0d64b3c2674836""},{""$oid"":""6471ea288c0d64b3c2674856""},{""$oid"":""6471ea288c0d64b3c267486c""},{""$oid"":""6471ea298c0d64b3c2674892""},{""$oid"":""6471ea2a8c0d64b3c26748b2""},{""$oid"":""6471ea2a8c0d64b3c26748bc""},{""$oid"":""6471ea2b8c0d64b3c26748d2""},{""$oid"":""6471ea2b8c0d64b3c26748f0""},{""$oid"":""6471ea2c8c0d64b3c2674910""},{""$oid"":""6471ea2d8c0d64b3c2674942""},{""$oid"":""6471ea2e8c0d64b3c2674966""},{""$oid"":""6471ea2f8c0d64b3c267497e""},{""$oid"":""6471ea2f8c0d64b3c267498c""},{""$oid"":""6471ea308c0d64b3c26749aa""},{""$oid"":""6471ea318c0d64b3c26749c6""},{""$oid"":""6471ea318c0d64b3c26749e2""},{""$oid"":""6471ea318c0d64b3c26749ee""},{""$oid"":""6471ea328c0d64b3c26749fa""},{""$oid"":""6471ea328c0d64b3c26749fe""},{""$oid"":""6471ea328c0d64b3c2674a08""},{""$oid"":""6471ea338c0d64b3c2674a1e""},{""$oid"":""6471ea338c0d64b3c2674a2e""},{""$oid"":""6471ea338c0d64b3c2674a32""},{""$oid"":""6471ea348c0d64b3c2674a4e""},{""$oid"":""6471ea358c0d64b3c2674a78""}]"
26,6471ea1d8c0d64b3c26745f2,36,공교,3,Subject-15,"[{""$oid"":""6471ea1d8c0d64b3c26746aa""},{""$oid"":""6471ea1e8c0d64b3c26746c8""},{""$oid"":""6471ea1f8c0d64b3c26746f2""},{""$oid"":""6471ea218c0d64b3c2674738""},{""$oid"":""6471ea228c0d64b3c2674786""},{""$oid"":""6471ea238c0d64b3c267479c""},{""$oid"":""6471ea238c0d64b3c26747b0""},{""$oid"":""6471ea248c0d64b3c26747ca""},{""$oid"":""6471ea258c0d64b3c26747e4""},{""$oid"":""6471ea258c0d64b3c26747f2""},{""$oid"":""6471ea288c0d64b3c2674858""},{""$oid"":""6471ea288c0d64b3c2674862""},{""$oid"":""6471ea298c0d64b3c2674884""},{""$oid"":""6471ea2a8c0d64b3c26748b8""},{""$oid"":""6471ea2a8c0d64b3c26748ba""},{""$oid"":""6471ea2c8c0d64b3c26748fe""},{""$oid"":""6471ea2d8c0d64b3c2674920""},{""$oid"":""6471ea2d8c0d64b3c2674922""},{""$oid"":""6471ea2d8c0d64b3c2674924""},{""$oid"":""6471ea2d8c0d64b3c2674948""},{""$oid"":""6471ea2e8c0d64b3c267494c""},{""$oid"":""6471ea2f8c0d64b3c2674980""},{""$oid"":""6471ea308c0d64b3c26749a6""},{""$oid"":""6471ea318c0d64b3c26749c6""},{""$oid"":""6471ea328c0d64b3c2674a14""},{""$oid"":""6471ea348c0d64b3c2674a64""},{""$oid"":""6471ea368c0d64b3c2674a9a""},{""$oid"":""6471ea368c0d64b3c2674a9c""},{""$oid"":""6471ea368c0d64b3c2674aa6""},{""$oid"":""6471ea368c0d64b3c2674ab6""},{""$oid"":""6471ea368c0d64b3c2674abe""},{""$oid"":""6471ea378c0d64b3c2674ad2""},{""$oid"":""6471ea378c0d64b3c2674ae4""},{""$oid"":""6471ea388c0d64b3c2674afc""},{""$oid"":""6471ea398c0d64b3c2674b1c""},{""$oid"":""6471ea398c0d64b3c2674b34""}]"
16,6471ea1d8c0d64b3c26745f4,20,학기,3,Subject-16,"[{""$oid"":""6471ea1e8c0d64b3c26746e6""},{""$oid"":""6471ea208c0d64b3c267471a""},{""$oid"":""6471ea208c0d64b3c267472a""},{""$oid"":""6471ea218c0d64b3c2674746""},{""$oid"":""6471ea228c0d64b3c2674784""},{""$oid"":""6471ea238c0d64b3c2674794""},{""$oid"":""6471ea268c0d64b3c2674812""},{""$oid"":""6471ea278c0d64b3c2674836""},{""$oid"":""6471ea298c0d64b3c2674884""},{""$oid"":""6471ea2a8c0d64b3c26748b4""},{""$oid"":""6471ea2b8c0d64b3c26748ec""},{""$oid"":""6471ea2b8c0d64b3c26748f4""},{""$oid"":""6471ea2c8c0d64b3c26748fe""},{""$oid"":""6471ea2c8c0d64b3c267490e""},{""$oid"":""6471ea2d8c0d64b3c267493e""},{""$oid"":""6471ea2e8c0d64b3c267496c""},{""$oid"":""6471ea2f8c0d64b3c267498c""},{""$oid"":""6471ea2f8c0d64b3c2674996""},{""$oid"":""6471ea328c0d64b3c26749f6""},{""$oid"":""6471ea328c0d64b3c26749fc""}]"
16,6471ea1d8c0d64b3c26745f6,25,전선,3,Subject-17,"[{""$oid"":""6471ea1d8c0d64b3c26746b6""},{""$oid"":""6471ea1d8c0d64b3c26746ba""},{""$oid"":""6471ea1e8c0d64b3c26746c2""},{""$oid"":""6471ea1e8c0d64b3c26746de""},{""$oid"":""6471ea1f8c0d64b3c26746f2""},{""$oid"":""6471ea208c0d64b3c2674714""},{""$oid"":""6471ea208c0d64b3c2674736""},{""$oid"":""6471ea218c0d64b3c2674740""},{""$oid"":""6471ea228c0d64b3c2674778""},{""$oid"":""6471ea238c0d64b3c267478c""},{""$oid"":""6471ea258c0d64b3c26747ec""},{""$oid"":""6471ea268c0d64b3c2674804""},{""$oid"":""6471ea268c0d64b3c2674806""},{""$oid"":""6471ea268c0d64b3c2674816""},{""$oid"":""6471ea298c0d64b3c267489e""},{""$oid"":""6471ea298c0d64b3c26748a0""},{""$oid"":""6471ea2c8c0d64b3c267491e""},{""$oid"":""6471ea2d8c0d64b3c267493a""},{""$oid"":""6471ea2d8c0d64b3c2674940""},{""$oid"":""6471ea2e8c0d64b3c267495c""},{""$oid"":""6471ea2e8c0d64b3c2674966""},{""$oid"":""6471ea2e8c0d64b3c2674968""},{""$oid"":""6471ea2f8c0d64b3c2674994""},{""$oid"":""6471ea318c0d64b3c26749dc""},{""$oid"":""6471ea318c0d64b3c26749ee""}]"
13,6471ea1d8c0d64b3c26745f8,22,전필,3,Subject-18,"[{""$oid"":""6471ea1e8c0d64b3c26746c8""},{""$oid"":""6471ea1e8c0d64b3c26746da""},{""$oid"":""6471ea1e8c0d64b3c26746dc""},{""$oid"":""6471ea1e8c0d64b3c26746de""},{""$oid"":""6471ea208c0d64b3c2674714""},{""$oid"":""6471ea218c0d64b3c267475a""},{""$oid"":""6471ea228c0d64b3c267476c""},{""$oid"":""6471ea238c0d64b3c267478a""},{""$oid"":""6471ea238c0d64b3c267479e""},{""$oid"":""6471ea238c0d64b3c26747a0""},{""$oid"":""6471ea268c0d64b3c267481c""},{""$oid"":""6471ea278c0d64b3c2674828""},{""$oid"":""6471ea278c0d64b3c267482a""},{""$oid"":""6471ea278c0d64b3c2674838""},{""$oid"":""6471ea278c0d64b3c2674848""},{""$oid"":""6471ea288c0d64b3c267485c""},{""$oid"":""6471ea288c0d64b3c267486e""},{""$oid"":""6471ea288c0d64b3c2674876""},{""$oid"":""6471ea298c0d64b3c2674890""},{""$oid"":""6471ea2a8c0d64b3c26748b4""},{""$oid"":""6471ea2a8c0d64b3c26748b8""},{""$oid"":""6471ea2b8c0d64b3c26748e2""}]"
19,6471ea1d8c0d64b3c26745fa,34,학기,1,Subject-19,"[{""$oid"":""6471ea1e8c0d64b3c26746c0""},{""$oid"":""6471ea1e8c0d64b3c26746c4""},{""$oid"":""6471ea1e8c0d64b3c26746ce""},{""$oid"":""6471ea1e8c0d64b3c26746d2""},{""$oid"":""6471ea1e8c0d64b3c26746e2""},{""$oid"":""6471ea1f8c0d64b3c26746e8""},{""$oid"":""6471ea218c0d64b3c2674738""},{""$oid"":""6471ea218c0d64b3c267473a""},{""$oid"":""6471ea218c0d64b3c267473c""},{""$oid"":""6471ea218c0d64b3c267475c""},{""$oid"":""6471ea238c0d64b3c2674792""},{""$oid"":""6471ea238c0d64b3c26747aa""},{""$oid"":""6471ea238c0d64b3c26747b0""},{""$oid"":""6471ea2e8c0d64b3c2674952""},{""$oid"":""6471ea2e8c0d64b3c2674954""},{""$oid"":""6471ea2f8c0d64b3c2674974""},{""$oid"":""6471ea2f8c0d64b3c2674982""},{""$oid"":""6471ea2f8c0d64b3c2674998""},{""$oid"":""6471ea308c0d64b3c26749c2""},{""$oid"":""6471ea318c0d64b3c26749e4""},{""$oid"":""6471ea328c0d64b3c2674a00""},{""$oid"":""6471ea328c0d64b3c2674a14""},{""$oid"":""6471ea338c0d64b3c2674a3a""},{""$oid"":""6471ea348c0d64b3c2674a52""},{""$oid"":""6471ea358c0d64b3c2674a6e""},{""$oid"":""6471ea358c0d64b3c2674a74""},{""$oid"":""6471ea368c0d64b3c2674a96""},{""$oid"":""6471ea368c0d64b3c2674aa6""},{""$oid"":""6471ea368c0d64b3c2674abc""},{""$oid"":""6471ea378c0d64b3c2674ac0""},{""$oid"":""6471ea378c0d64b3c2674ac4""},{""$oid"":""6471ea378c0d64b3c2674adc""},{""$oid"":""6471ea378c0d64b3c2674ae0""},{""$oid"":""6471ea378c0d64b3c2674ae6""}]"
23,6471ea1d8c0d64b3c26745fc,34,전선,3,Subject-20,"[{""$oid"":""6471ea1e8c0d64b3c26746d0""},{""$oid"":""6471ea1f8c0d64b3c26746fa""},{""$oid"":""6471ea218c0d64b3c2674746""},{""$oid"":""6471ea218c0d64b3c267474a""},{""$oid"":""6471ea228c0d64b3c2674768""},{""$oid"":""6471ea238c0d64b3c2674792""},{""$oid"":""6471ea238c0d64b3c26747aa""},{""$oid"":""6471ea288c0d64b3c2674860""},{""$oid"":""6471ea288c0d64b3c2674862""},{""$oid"":""6471ea2a8c0d64b3c26748a6""},{""$oid"":""6471ea2a8c0d64b3c26748c6""},{""$oid"":""6471ea2c8c0d64b3c26748f8""},{""$oid"":""6471ea2d8c0d64b3c267492c""},{""$oid"":""6471ea2e8c0d64b3c2674962""},{""$oid"":""6471ea2e8c0d64b3c2674968""},{""$oid"":""6471ea2e8c0d64b3c2674970""},{""$oid"":""6471ea2f8c0d64b3c267498e""},{""$oid"":""6471ea308c0d64b3c26749a2""},{""$oid"":""6471ea308c0d64b3c26749a8""},{""$oid"":""6471ea308c0d64b3c26749b6""},{""$oid"":""6471ea308c0d64b3c26749bc""},{""$oid"":""6471ea308c0d64b3c26749c0""},{""$oid"":""6471ea338c0d64b3c2674a28""},{""$oid"":""6471ea338c0d64b3c2674a36""},{""$oid"":""6471ea348c0d64b3c2674a5c""},{""$oid"":""6471ea358c0d64b3c2674a84""},{""$oid"":""6471ea368c0d64b3c2674aae""},{""$oid"":""6471ea368c0d64b3c2674ab6""},{""$oid"":""6471ea378c0d64b3c2674ad8""},{""$oid"":""6471ea388c0d64b3c2674aea""},{""$oid"":""6471ea398c0d64b3c2674b1a""},{""$oid"":""6471ea398c0d64b3c2674b24""},{""$oid"":""6471ea398c0d64b3c2674b26""},{""$oid"":""6471ea398c0d64b3c2674b36""}]"
20,6471ea1d8c0d64b3c26745fe,38,전필,2,Subject-21,"[{""$oid"":""6471ea1e8c0d64b3c26746d6""},{""$oid"":""6471ea1f8c0d64b3c2674704""},{""$oid"":""6471ea208c0d64b3c267471c""},{""$oid"":""6471ea218c0d64b3c267474a""},{""$oid"":""6471ea218c0d64b3c267475e""},{""$oid"":""6471ea228c0d64b3c2674762""},{""$oid"":""6471ea238c0d64b3c2674792""},{""$oid"":""6471ea248c0d64b3c26747b8""},{""$oid"":""6471ea248c0d64b3c26747ca""},{""$oid"":""6471ea248c0d64b3c26747d8""},{""$oid"":""6471ea278c0d64b3c267483e""},{""$oid"":""6471ea288c0d64b3c2674862""},{""$oid"":""6471ea288c0d64b3c267486a""},{""$oid"":""6471ea2a8c0d64b3c26748b6""},{""$oid"":""6471ea2c8c0d64b3c26748fc""},{""$oid"":""6471ea2d8c0d64b3c2674928""},{""$oid"":""6471ea2f8c0d64b3c267498e""},{""$oid"":""6471ea2f8c0d64b3c2674990""},{""$oid"":""6471ea2f8c0d64b3c2674994""},{""$oid"":""6471ea308c0d64b3c26749a2""},{""$oid"":""6471ea318c0d64b3c26749e0""},{""$oid"":""6471ea318c0d64b3c26749e4""},{""$oid"":""6471ea318c0d64b3c26749e8""},{""$oid"":""6471ea328c0d64b3c26749f8""},{""$oid"":""6471ea348c0d64b3c2674a60""},{""$oid"":""6471ea358c0d64b3c2674a7e""},{""$oid"":""6471ea368c0d64b3c2674aaa""},{""$oid"":""6471ea368c0d64b3c2674ab2""},{""$oid"":""6471ea378c0d64b3c2674ae2""},{""$oid"":""6471ea388c0d64b3c2674aea""},{""$oid"":""6471ea388c0d64b3c2674b00""},{""$oid"":""6471ea398c0d64b3c2674b12""},{""$oid"":""6471ea398c0d64b3c2674b16""},{""$oid"":""6471ea3a8c0d64b3c2674b44""}]"
17,6471ea1d8c0d64b3c2674600,27,학기,1,Subject-22,"[{""$oid"":""6471ea1d8c0d64b3c26746b2""},{""$oid"":""6471ea1e8c0d64b3c26746be""},{""$oid"":""6471ea1e8c0d64b3c26746cc""},{""$oid"":""6471ea208c0d64b3c267471a""},{""$oid"":""6471ea228c0d64b3c2674778""},{""$oid"":""6471ea238c0d64b3c267479c""},{""$oid"":""6471ea238c0d64b3c26747ac""},{""$oid"":""6471ea248c0d64b3c26747b4""},{""$oid"":""6471ea268c0d64b3c2674804""},{""$oid"":""6471ea268c0d64b3c2674810""},{""$oid"":""6471ea268c0d64b3c2674826""},{""$oid"":""6471ea278c0d64b3c2674830""},{""$oid"":""6471ea288c0d64b3c2674854""},{""$oid"":""6471ea288c0d64b3c2674858""},{""$oid"":""6471ea2a8c0d64b3c26748b6""},{""$oid"":""6471ea2a8c0d64b3c26748b8""},{""$oid"":""6471ea2b8c0d64b3c26748ec""},{""$oid"":""6471ea2b8c0d64b3c26748ee""},{""$oid"":""6471ea2c8c0d64b3c2674904""},{""$oid"":""6471ea2c8c0d64b3c267491e""},{""$oid"":""6471ea2f8c0d64b3c267497a""},{""$oid"":""6471ea2f8c0d64b3c2674998""},{""$oid"":""6471ea308c0d64b3c26749a6""},{""$oid"":""6471ea308c0d64b3c26749a8""},{""$oid"":""6471ea308c0d64b3c26749aa""},{""$oid"":""6471ea308c0d64b3c26749ba""},{""$oid"":""6471ea308c0d64b3c26749be""}]"
15,6471ea1d8c0d64b3c2674602,23,학기,3,Subject-23,"[{""$oid"":""6471ea1f8c0d64b3c2674708""},{""$oid"":""6471ea208c0d64b3c2674722""},{""$oid"":""6471ea218c0d64b3c267475a""},{""$oid"":""6471ea228c0d64b3c2674774""},{""$oid"":""6471ea248c0d64b3c26747bc""},{""$oid"":""6471ea268c0d64b3c2674814""},{""$oid"":""6471ea278c0d64b3c267482a""},{""$oid"":""6471ea288c0d64b3c2674856""},{""$oid"":""6471ea288c0d64b3c267485c""},{""$oid"":""6471ea2b8c0d64b3c26748da""},{""$oid"":""6471ea2b8c0d64b3c26748e2""},{""$oid"":""6471ea2b8c0d64b3c26748e6""},{""$oid"":""6471ea2e8c0d64b3c267496a""},{""$oid"":""6471ea2f8c0d64b3c2674986""},{""$oid"":""6471ea308c0d64b3c26749b8""},{""$oid"":""6471ea338c0d64b3c2674a20""},{""$oid"":""6471ea338c0d64b3c2674a3c""},{""$oid"":""6471ea348c0d64b3c2674a54""},{""$oid"":""6471ea348c0d64b3c2674a5a""},{""$oid"":""6471ea348c0d64b3c2674a5e""},{""$oid"":""6471ea348c0d64b3c2674a68""},{""$oid"":""6471ea358c0d64b3c2674a6c""},{""$oid"":""6471ea358c0d64b3c2674a8e""}]"
25,6471ea1d8c0d64b3c2674604,35,공교,2,Subject-24,"[{""$oid"":""6471ea1d8c0d64b3c267469c""},{""$oid"":""6471ea1e8c0d64b3c26746dc""},{""$oid"":""6471ea1e8c0d64b3c26746e2""},{""$oid"":""6471ea1f8c0d64b3c26746e8""},{""$oid"":""6471ea1f8c0d64b3c26746f4""},{""$oid"":""6471ea1f8c0d64b3c26746fa""},{""$oid"":""6471ea1f8c0d64b3c267470e""},{""$oid"":""6471ea218c0d64b3c2674740""},{""$oid"":""6471ea218c0d64b3c2674748""},{""$oid"":""6471ea218c0d64b3c267474c""},{""$oid"":""6471ea218c0d64b3c267475c""},{""$oid"":""6471ea228c0d64b3c267477a""},{""$oid"":""6471ea228c0d64b3c267477c""},{""$oid"":""6471ea238c0d64b3c267478c""},{""$oid"":""6471ea248c0d64b3c26747cc""},{""$oid"":""6471ea268c0d64b3c2674802""},{""$oid"":""6471ea288c0d64b3c2674852""},{""$oid"":""6471ea288c0d64b3c2674870""},{""$oid"":""6471ea2a8c0d64b3c26748a6""},{""$oid"":""6471ea2a8c0d64b3c26748c2""},{""$oid"":""6471ea2b8c0d64b3c26748ea""},{""$oid"":""6471ea2c8c0d64b3c26748fc""},{""$oid"":""6471ea2d8c0d64b3c267492a""},{""$oid"":""6471ea2e8c0d64b3c2674964""},{""$oid"":""6471ea2f8c0d64b3c2674988""},{""$oid"":""6471ea308c0d64b3c26749b0""},{""$oid"":""6471ea318c0d64b3c26749c8""},{""$oid"":""6471ea318c0d64b3c26749dc""},{""$oid"":""6471ea338c0d64b3c2674a1c""},{""$oid"":""6471ea338c0d64b3c2674a1e""},{""$oid"":""6471ea348c0d64b3c2674a50""},{""$oid"":""6471ea348c0d64b3c2674a52""},{""$oid"":""6471ea358c0d64b3c2674a82""},{""$oid"":""6471ea358c0d64b3c2674a90""},{""$oid"":""6471ea368c0d64b3c2674a9e""}]"
20,6471ea1d8c0d64b3c2674606,26,공교,3,Subject-25,"[{""$oid"":""6471ea1d8c0d64b3c26746a8""},{""$oid"":""6471ea1f8c0d64b3c26746fc""},{""$oid"":""6471ea218c0d64b3c2674748""},{""$oid"":""6471ea248c0d64b3c26747c6""},{""$oid"":""6471ea258c0d64b3c26747de""},{""$oid"":""6471ea268c0d64b3c267480a""},{""$oid"":""6471ea268c0d64b3c267480e""},{""$oid"":""6471ea288c0d64b3c267486e""},{""$oid"":""6471ea288c0d64b3c2674870""},{""$oid"":""6471ea298c0d64b3c267487e""},{""$oid"":""6471ea298c0d64b3c2674880""},{""$oid"":""6471ea298c0d64b3c267488e""},{""$oid"":""6471ea298c0d64b3c267489a""},{""$oid"":""6471ea2b8c0d64b3c26748d2""},{""$oid"":""6471ea2b8c0d64b3c26748da""},{""$oid"":""6471ea2b8c0d64b3c26748f4""},{""$oid"":""6471ea2c8c0d64b3c2674906""},{""$oid"":""6471ea2c8c0d64b3c2674912""},{""$oid"":""6471ea2d8c0d64b3c2674922""},{""$oid"":""6471ea2e8c0d64b3c267494c""},{""$oid"":""6471ea2e8c0d64b3c267495c""},{""$oid"":""6471ea2f8c0d64b3c2674986""},{""$oid"":""6471ea318c0d64b3c26749d0""},{""$oid"":""6471ea328c0d64b3c2674a02""},{""$oid"":""6471ea338c0d64b3c2674a30""},{""$oid"":""6471ea338c0d64b3c2674a36""}]"
18,6471ea1d8c0d64b3c2674608,30,일교,2,Subject-26,"[{""$oid"":""6471ea1d8c0d64b3c26746b4""},{""$oid"":""6471ea1f8c0d64b3c26746fc""},{""$oid"":""6471ea1f8c0d64b3c267470a""},{""$oid"":""6471ea208c0d64b3c267471e""},{""$oid"":""6471ea238c0d64b3c267478e""},{""$oid"":""6471ea238c0d64b3c26747a8""},{""$oid"":""6471ea238c0d64b3c26747b0""},{""$oid"":""6471ea248c0d64b3c26747b2""},{""$oid"":""6471ea248c0d64b3c26747ca""},{""$oid"":""6471ea288c0d64b3c2674858""},{""$oid"":""6471ea288c0d64b3c2674876""},{""$oid"":""6471ea298c0d64b3c2674882""},{""$oid"":""6471ea2a8c0d64b3c26748cc""},{""$oid"":""6471ea2b8c0d64b3c26748e2""},{""$oid"":""6471ea2c8c0d64b3c2674904""},{""$oid"":""6471ea2d8c0d64b3c2674922""},{""$oid"":""6471ea2d8c0d64b3c2674926""},{""$oid"":""6471ea2d8c0d64b3c267493c""},{""$oid"":""6471ea2e8c0d64b3c267494a""},{""$oid"":""6471ea308c0d64b3c267499e""},{""$oid"":""6471ea308c0d64b3c26749a4""},{""$oid"":""6471ea308c0d64b3c26749ac""},{""$oid"":""6471ea308c0d64b3c26749b6""},{""$oid"":""6471ea318c0d64b3c26749ce""},{""$oid"":""6471ea328c0d64b3c26749f0""},{""$oid"":""6471ea338c0d64b3c2674a22""},{""$oid"":""6471ea338c0d64b3c2674a26""},{""$oid"":""6471ea338c0d64b3c2674a3c""},{""$oid"":""6471ea348c0d64b3c2674a60""},{""$oid"":""6471ea348c0d64b3c2674a62""}]"
